file_path,file_name,parent_dir,source_subdir,experiment_id,server_config_label,model_name,date,offload_gb,run_concurrency,run_id,num_prompts,num_warmups,input_len,output_len,temperature,request_rate,burstiness,max_concurrency,duration,completed,failed,total_input_tokens,total_output_tokens,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc1_run1.json,offload0_conc1_run1.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092321,0,1,1,20,1,256,64,0.0,inf,1.0,1,26.60436330199991,20,0,5100,1280,0.7517563857089771,48.11240868537453,239.8102870411637,103.75466999985292,107.71530649981287,17.31242153406483,107.71530649981287,108.43098725054006,109.27649105091405,19.463659336509856,19.45770297619934,0.023849760856882785,19.45770297619934,19.49214302224261,19.54328412190368,19.159329357030686,19.45361700018111,2.4255454451889946,19.45361700018111,19.800613051302207,20.212991329844957,1329.9652081999739,1333.462149999832,17.044764870643693,1333.462149999832,1335.26586840062,1340.2693648806053
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc1_run2.json,offload0_conc1_run2.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092355,0,1,2,20,1,256,64,0.0,inf,1.0,1,25.133787128999757,20,0,5100,1280,0.7957416006330255,50.92746244051363,253.84157060193513,28.378502200030198,28.32099549959821,0.3836681404090776,28.32099549959821,28.925614050331205,28.961471610255103,19.492860407935666,19.493319857146062,0.006271283910727484,19.493319857146062,19.503342254761048,19.505938812853277,19.18814345390274,19.47883799948613,2.4223962021347853,19.47883799948613,19.800082000074326,20.10327789990697,1256.4287078999769,1256.2705074997211,0.6003981920417281,1256.2705074997211,1257.6025316493542,1257.7911431299071
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc1_run3.json,offload0_conc1_run3.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092430,0,1,3,20,1,256,64,0.0,inf,1.0,1,25.138345440000194,20,0,5100,1280,0.7955973096055858,50.91822781475749,253.79554176418188,28.4916141499707,28.685394000603992,0.4456657903662645,28.685394000603992,28.913585099871852,28.954793820230407,19.494976392063165,19.493023841263607,0.011773595173825686,19.493023841263607,19.51179161824257,19.528691352212583,19.190211985154804,19.48215300035372,2.422008652548581,19.48215300035372,19.74572099989018,20.031022800558276,1256.6751268499502,1256.502416499643,0.6293574901794956,1256.502416499643,1257.7897902993755,1258.105134059606
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc1_run4.json,offload0_conc1_run4.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092504,0,1,4,20,1,256,64,0.0,inf,1.0,1,25.143438338000124,20,0,5100,1280,0.7954361583782806,50.90791413620996,253.74413452267152,28.179310099858412,28.19107699997403,0.4584031807171307,28.19107699997403,28.81773329945645,28.989072259155364,19.503901033336692,19.500572706347736,0.010404926637506893,19.500572706347736,19.52362652381352,19.526080238087278,19.198993723439628,19.494282999403367,2.4223297928849794,19.494282999403367,19.774082999447273,20.03597459070079,1256.9250752000698,1256.9117185003051,0.5023070246777617,1256.9117185003051,1257.6502542005073,1258.2628020392622
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc1_run5.json,offload0_conc1_run5.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092538,0,1,5,20,1,256,64,0.0,inf,1.0,1,25.150277060000008,20,0,5100,1280,0.7952198678482468,50.8940715422878,253.67513784359073,28.484256799856666,28.773175999958767,0.5768580388765966,28.773175999958767,29.207273100291786,29.275264219431847,19.50417696587118,19.501334333350922,0.008613905382160489,19.501334333350922,19.522175917454803,19.52779697396239,19.199258621095794,19.493827500809857,2.4223244503117702,19.493827500809857,19.77390549991469,20.032489600816916,1257.2474056497413,1257.2757719990477,0.7313265047796356,1257.2757719990477,1258.4440379506304,1258.950075590128
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run1.json,offload0_conc2_run1.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092600,0,2,1,20,1,256,64,0.0,inf,1.0,2,13.340833751999526,20,0,5100,1280,1.499156677295555,95.94602734691551,478.230980057282,58.122067199929006,60.76798499998404,7.828070984684816,60.76798499998404,61.597783550678294,62.954711109923664,20.219385102384315,20.21519639682025,0.016238983515738145,20.21519639682025,20.241041900009716,20.268455630796936,19.903289151564252,20.20574399830366,2.516951612833301,20.20574399830366,20.509044499158335,20.817940699689643,1331.9433286501408,1334.5891479993952,7.297921039359581,1334.5891479993952,1336.3261042512022,1336.4364752511028
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,offload0_conc2_run2.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092622,0,2,2,20,1,256,64,0.0,inf,1.0,2,13.340542170000845,20,0,5100,1280,1.4991894441122804,95.94812442318594,478.2414326718174,58.5410882998076,61.169543500000145,7.712204903518875,61.169543500000145,62.3434638994695,63.62429037859328,20.211957573017223,20.20949982539201,0.011138250024059757,20.20949982539201,20.233985794453073,20.240712409678444,19.895915328123692,20.206658999995852,2.5135187517891517,20.206658999995852,20.428107948646357,20.86996841004293,1331.8944153998928,1334.1733279994514,7.674574877844417,1334.1733279994514,1337.410181548512,1337.5060563089573
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,offload0_conc2_run3.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092644,0,2,3,20,1,256,64,0.0,inf,1.0,2,13.291463509000096,20,0,5100,1280,1.5047251934640102,96.30241238169666,480.0073367150192,53.867975100092735,60.87294700046186,11.550368809373168,60.87294700046186,63.11942365118739,63.876788730522094,20.208335211109013,20.20914560316236,0.016215730657762054,20.20914560316236,20.24429011904027,20.24440411903058,19.89242890077918,20.202224000058777,2.5157737097152872,20.202224000058777,20.508699050424184,21.019784330528644,1326.9930933999603,1334.0556499988452,11.075752147304454,1334.0556499988452,1336.0369073002403,1336.1945662608377
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,offload0_conc2_run4.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092706,0,2,4,20,1,256,64,0.0,inf,1.0,2,13.310830890999569,20,0,5100,1280,1.5025358043969645,96.16229148140573,479.30892160263164,55.32776150002974,60.852010999951744,11.262337085458206,60.852010999951744,62.26281310000559,63.676657819723914,20.21580727143287,20.216082039691432,0.012801923315601637,20.216082039691432,20.235738713510063,20.240509088741838,19.899699488283318,20.202772999255103,2.5141414220838034,20.202772999255103,20.47013545079608,20.946621420407613,1328.9236196003003,1334.3677265011138,11.05530613776184,1334.3677265011138,1336.1573212006988,1336.628341840369
data/raw/baseline/llama/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,offload0_conc2_run5.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092729,0,2,5,20,1,256,64,0.0,inf,1.0,2,13.29243791799854,20,0,5100,1280,1.504614888809759,96.29535288382458,479.9721495303132,53.681725400019786,60.86136649992113,11.638281773346899,60.86136649992113,62.41707085082454,63.96506696986762,20.212733568255246,20.2118124920566,0.012077639606421121,20.2118124920566,20.230878583329503,20.234706269066443,19.896735729687975,20.205218499540933,2.5125892092266287,20.205218499540933,20.4597494988775,20.897760399548133,1327.0839402001002,1334.2762345000665,11.393963516655031,1334.2762345000665,1335.7087434987989,1336.0056982999595
