file_path,file_name,parent_dir,source_subdir,experiment_id,server_config_label,model_name,date,offload_gb,run_concurrency,run_id,num_prompts,num_warmups,input_len,output_len,temperature,request_rate,burstiness,max_concurrency,duration,completed,failed,total_input_tokens,total_output_tokens,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms,profile,model,label
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc4_run1.json,llama_profile-short_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-165954,0,4,1,20,1,128,32,0.0,inf,1.0,4,4.036175676999847,20,0,2540,640,4.955185700654714,158.56594242095085,787.8745264040996,151.26935565021995,155.05850499994267,22.41334363851506,155.05850499994267,183.32313384917143,184.94597476883428,20.963055959671166,21.17416706448327,0.3894547543642467,21.17416706448327,21.23487327417024,21.235314809689424,20.30762789217988,20.28427900040697,5.505934338803148,20.28427900040697,20.97304105045623,47.72511280087201,801.124090400026,811.007861500002,15.911863140344948,811.007861500002,812.343915299698,813.8482182594271,128/32,llama,0
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc4_run2.json,llama_profile-short_offload0_conc4_run2.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-170223,0,4,2,20,1,128,32,0.0,inf,1.0,4,3.463206665001053,20,0,2540,640,5.774994660907399,184.7998291490368,918.2241510842764,58.046708250094525,62.40274350057007,8.997094332908926,62.40274350057007,63.736518599944255,63.79009251879325,20.39493421451616,20.384523935483173,0.026196046865609,20.384523935483173,20.429677203229662,20.444421350326124,19.75732300000459,20.352202999674773,3.56191517501429,20.352202999674773,20.89403954996669,21.609541010620887,690.2896689000954,694.199021500026,9.228492484148685,694.199021500026,696.9536507000157,697.0654573389038,128/32,llama,0
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc4_run3.json,llama_profile-short_offload0_conc4_run3.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-170415,0,4,3,20,1,128,32,0.0,inf,1.0,4,3.468728371999532,20,0,2540,640,5.765801716111629,184.5056549155721,916.7624728617492,57.3890554503123,62.4679800002923,9.913529399297945,62.4679800002923,64.62064265015215,64.71671653056546,20.388360885478885,20.391272016123335,0.0239132604994616,20.391272016123335,20.418578548384584,20.42803932255229,19.75094408436462,20.35726649955905,3.5565198739638246,20.35726649955905,20.85847500038653,21.336273920733223,689.4282429001578,694.7105450008166,9.74188690201074,694.7105450008166,695.8573177004837,695.9678475404326,128/32,llama,0
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc8_run1.json,llama_profile-short_offload0_conc8_run1.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-170004,0,8,1,20,1,128,32,0.0,inf,1.0,8,2.1055206339988217,20,0,2540,640,9.498838281159866,303.9628249971157,1510.315286704419,61.34290500012867,63.25638999987859,9.1489480133086,63.25638999987859,76.03578455018578,76.38060491008218,20.73106535644324,20.824438838703387,0.1974065236680235,20.824438838703387,20.87621959191834,20.9014821635244,20.082932170311096,20.70023949909228,3.636909341243326,20.70023949909228,21.481184048934665,23.46240533024684,704.0059310498691,705.4221979997237,10.08128716180887,705.4221979997237,720.0257447000695,720.4541369391882,128/32,llama,0
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc8_run2.json,llama_profile-short_offload0_conc8_run2.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-170211,0,8,2,20,1,128,32,0.0,inf,1.0,8,2.1123349520003103,20,0,2540,640,9.468195364120955,302.98225165187057,1505.443062895232,61.84786589992655,63.370594999469176,9.098637502114288,63.370594999469176,76.94363604996397,76.9486984093055,20.78509883225882,20.87729358062197,0.1865041076109296,20.87729358062197,20.940661943525136,20.94543878870618,20.13519542187794,20.73255799950857,3.6517876032056047,20.73255799950857,21.63300509910186,22.96312510945427,706.1859296999501,707.5046304998978,9.951538898511542,707.5046304998978,722.8698150491255,722.8982094105595,128/32,llama,0
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc8_run3.json,llama_profile-short_offload0_conc8_run3.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-170426,0,8,3,20,1,128,32,0.0,inf,1.0,8,2.12577503799912,20,0,2540,640,9.408333263158903,301.06666442108497,1495.924988842266,66.05670739991183,64.15374400057772,9.499142453689876,64.15374400057772,75.70125265110619,76.06999932888357,20.735651487097304,20.820271258050905,0.1734961181955769,20.820271258050905,20.83416631938293,20.85070141870552,20.087414567188944,20.747025999298785,3.640610796009351,20.747025999298785,21.359752998523614,22.54446540002391,708.8619034999283,709.4505839995691,11.888012976965284,709.4505839995691,721.4692251497581,721.8414754298828,128/32,llama,0
data/raw/profile_robustness/llama/offload12/bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222/llama_profile-short_offload12_conc4_run1.json,llama_profile-short_offload12_conc4_run1.json,bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222,bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222,plos_profile_robustness_v1_llama,llama31_8b_offload12,meta-llama/Llama-3.1-8B-Instruct,20260724-171701,12,4,1,20,1,128,32,0.0,inf,1.0,4,250.69906972600077,20,0,2540,640,0.0797769214774463,2.552861487278282,12.684530514913964,5782.830689099774,5215.8290869992925,1808.6815928831256,5215.8290869992925,8672.828793149438,8672.929221830109,1421.8221189758058,1400.334513709675,33.002908972297035,1400.334513709675,1472.3076535096702,1472.3123021600193,1377.3897383531194,1400.2576140010206,327.7954258662876,1400.2576140010206,1402.186559349957,1403.2121406099575,49859.31637734975,49980.52829500011,1825.781649811527,49980.52829500011,52084.1245846993,52084.21544573989,128/32,llama,1
data/raw/profile_robustness/llama/offload12/bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222/llama_profile-short_offload12_conc4_run2.json,llama_profile-short_offload12_conc4_run2.json,bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222,bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222,plos_profile_robustness_v1_llama,llama31_8b_offload12,meta-llama/Llama-3.1-8B-Instruct,20260724-183516,12,4,2,20,1,128,32,0.0,inf,1.0,4,236.76757256700148,20,0,2540,640,0.0844710269365131,2.703072861968419,13.43089328290558,3656.536513199353,4209.287835499708,929.3765718645782,4209.287835499708,4236.561525748948,4236.695722750555,1400.5342754709588,1400.528311919369,0.3649702867335893,1400.528311919369,1401.2644159693375,1401.2741998906297,1356.7671447234432,1400.3126845000224,243.69012970902972,1400.3126845000224,1402.4501794987373,1409.6546985210807,47073.09905279908,47630.35700249748,934.273990717271,47630.35700249748,47651.91532649842,47652.19306850093,128/32,llama,1
data/raw/profile_robustness/llama/offload12/bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222/llama_profile-short_offload12_conc4_run3.json,llama_profile-short_offload12_conc4_run3.json,bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222,bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222,plos_profile_robustness_v1_llama,llama31_8b_offload12,meta-llama/Llama-3.1-8B-Instruct,20260724-193340,12,4,3,20,1,128,32,0.0,inf,1.0,4,228.98401007899884,20,0,2540,640,0.0873423432190748,2.7949549830103937,13.887432571832893,2610.584082949572,2488.115023499631,895.9732197017976,2488.115023499631,4217.907736099551,4218.014122419081,1387.8844270354862,1400.373197096762,22.45237026870188,1400.373197096762,1400.6034103708855,1400.6034459193652,1344.5126428531296,1400.2448995015584,261.9025632723736,1400.2448995015584,1402.38383699907,1409.354867698239,45635.00132104964,45899.89900500041,396.6216583073952,45899.89900500041,45903.66939824944,45905.45461165031,128/32,llama,1
data/raw/profile_robustness/llama/offload12/bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222/llama_profile-short_offload12_conc8_run1.json,llama_profile-short_offload12_conc8_run1.json,bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222,bench_runs_plos_profile_robustness_v1_llama_offload12_20260724_171222,plos_profile_robustness_v1_llama,llama31_8b_offload12,meta-llama/Llama-3.1-8B-Instruct,20260724-171948,12,8,1,20,1,128,32,0.0,inf,1.0,8,140.8155463660005,20,0,2540,640,0.1420297723947115,4.544952716630769,22.582733810759137,3343.419971600088,3364.7748004996174,513.2683944485074,3364.7748004996174,4219.110952550727,4219.760517710274,1402.8522502499893,1408.5999961612729,10.922440415812426,1408.5999961612729,1408.8905676451466,1408.8907716193237,1359.0128225671806,1408.3451190008418,251.23640354629595,1408.3451190008418,1410.4383019498528,1411.8327290104207,46831.83972934976,46993.31701949996,604.6899426279936,46993.31701949996,47052.36037304876,47052.64706100894,128/32,llama,1
